"","State","Year","Flight_count","Description","Latitude","Longitude","Abbreviation"
"587","Texas",2011,683398,"Austin",30.27467,-97.740349,"TX"
"588","Texas",2012,710707,"Austin",30.27467,-97.740349,"TX"
"589","Texas",2013,745515,"Austin",30.27467,-97.740349,"TX"
"590","Texas",2014,717767,"Austin",30.27467,-97.740349,"TX"
"591","Texas",2015,688031,"Austin",30.27467,-97.740349,"TX"
"592","Texas",2016,578440,"Austin",30.27467,-97.740349,"TX"
"593","Texas",2017,46084,"Austin",30.27467,-97.740349,"TX"
"594","Utah",2004,142469,"Salt Lake City",40.777477,-111.888237,"UT"
"595","Utah",2005,164776,"Salt Lake City",40.777477,-111.888237,"UT"
"596","Utah",2006,146081,"Salt Lake City",40.777477,-111.888237,"UT"
"597","Utah",2007,151435,"Salt Lake City",40.777477,-111.888237,"UT"
"598","Utah",2008,143063,"Salt Lake City",40.777477,-111.888237,"UT"
"599","Utah",2009,135258,"Salt Lake City",40.777477,-111.888237,"UT"
"600","Utah",2010,127680,"Salt Lake City",40.777477,-111.888237,"UT"
"601","Utah",2011,122076,"Salt Lake City",40.777477,-111.888237,"UT"
"602","Utah",2012,112984,"Salt Lake City",40.777477,-111.888237,"UT"
"603","Utah",2013,114999,"Salt Lake City",40.777477,-111.888237,"UT"
"604","Utah",2014,112078,"Salt Lake City",40.777477,-111.888237,"UT"
"605","Utah",2015,108975,"Salt Lake City",40.777477,-111.888237,"UT"
"606","Utah",2016,111559,"Salt Lake City",40.777477,-111.888237,"UT"
"607","Utah",2017,9343,"Salt Lake City",40.777477,-111.888237,"UT"
"608","Vermont",2004,8031,"Montpelier",44.262436,-72.580536,"VT"
"609","Vermont",2005,8976,"Montpelier",44.262436,-72.580536,"VT"
"610","Vermont",2006,6858,"Montpelier",44.262436,-72.580536,"VT"
"611","Vermont",2007,7253,"Montpelier",44.262436,-72.580536,"VT"
"612","Vermont",2008,7006,"Montpelier",44.262436,-72.580536,"VT"
"613","Vermont",2009,6012,"Montpelier",44.262436,-72.580536,"VT"
"614","Vermont",2010,6655,"Montpelier",44.262436,-72.580536,"VT"
"615","Vermont",2011,4148,"Montpelier",44.262436,-72.580536,"VT"
"616","Vermont",2012,3942,"Montpelier",44.262436,-72.580536,"VT"
"617","Vermont",2013,5623,"Montpelier",44.262436,-72.580536,"VT"
"618","Vermont",2014,4197,"Montpelier",44.262436,-72.580536,"VT"
"619","Vermont",2015,3325,"Montpelier",44.262436,-72.580536,"VT"
"620","Vermont",2016,4044,"Montpelier",44.262436,-72.580536,"VT"
"621","Vermont",2017,283,"Montpelier",44.262436,-72.580536,"VT"
"622","Virginia",2004,281637,"Richmond",37.538857,-77.43364,"VA"
"623","Virginia",2005,281824,"Richmond",37.538857,-77.43364,"VA"
"624","Virginia",2006,243327,"Richmond",37.538857,-77.43364,"VA"
"625","Virginia",2007,232165,"Richmond",37.538857,-77.43364,"VA"
"626","Virginia",2008,210687,"Richmond",37.538857,-77.43364,"VA"
"627","Virginia",2009,190921,"Richmond",37.538857,-77.43364,"VA"
"628","Virginia",2010,200500,"Richmond",37.538857,-77.43364,"VA"
"629","Virginia",2011,189166,"Richmond",37.538857,-77.43364,"VA"
"630","Virginia",2012,186267,"Richmond",37.538857,-77.43364,"VA"
"631","Virginia",2013,190256,"Richmond",37.538857,-77.43364,"VA"
"632","Virginia",2014,166312,"Richmond",37.538857,-77.43364,"VA"
"633","Virginia",2015,151508,"Richmond",37.538857,-77.43364,"VA"
"634","Virginia",2016,144985,"Richmond",37.538857,-77.43364,"VA"
"635","Virginia",2017,11163,"Richmond",37.538857,-77.43364,"VA"
"636","Washington",2004,127792,"Olympia",47.035805,-122.905014,"WA"
"637","Washington",2005,123853,"Olympia",47.035805,-122.905014,"WA"
"638","Washington",2006,124297,"Olympia",47.035805,-122.905014,"WA"
"639","Washington",2007,129008,"Olympia",47.035805,-122.905014,"WA"
"640","Washington",2008,127627,"Olympia",47.035805,-122.905014,"WA"
"641","Washington",2009,116963,"Olympia",47.035805,-122.905014,"WA"
"642","Washington",2010,116030,"Olympia",47.035805,-122.905014,"WA"
"643","Washington",2011,115839,"Olympia",47.035805,-122.905014,"WA"
"644","Washington",2012,114429,"Olympia",47.035805,-122.905014,"WA"
"645","Washington",2013,116356,"Olympia",47.035805,-122.905014,"WA"
"646","Washington",2014,121792,"Olympia",47.035805,-122.905014,"WA"
"647","Washington",2015,134982,"Olympia",47.035805,-122.905014,"WA"
"648","Washington",2016,147083,"Olympia",47.035805,-122.905014,"WA"
"649","Washington",2017,11341,"Olympia",47.035805,-122.905014,"WA"
"650","West Virginia",2004,6793,"Charleston",38.336246,-81.612328,"WV"
"651","West Virginia",2005,6524,"Charleston",38.336246,-81.612328,"WV"
"652","West Virginia",2006,4973,"Charleston",38.336246,-81.612328,"WV"
"653","West Virginia",2007,3959,"Charleston",38.336246,-81.612328,"WV"
"654","West Virginia",2008,3757,"Charleston",38.336246,-81.612328,"WV"
"655","West Virginia",2009,3839,"Charleston",38.336246,-81.612328,"WV"
"656","West Virginia",2010,5162,"Charleston",38.336246,-81.612328,"WV"
"657","West Virginia",2011,4073,"Charleston",38.336246,-81.612328,"WV"
"658","West Virginia",2012,4045,"Charleston",38.336246,-81.612328,"WV"
"659","West Virginia",2013,3694,"Charleston",38.336246,-81.612328,"WV"
"660","West Virginia",2014,3149,"Charleston",38.336246,-81.612328,"WV"
"661","West Virginia",2015,2610,"Charleston",38.336246,-81.612328,"WV"
"662","West Virginia",2016,2552,"Charleston",38.336246,-81.612328,"WV"
"663","West Virginia",2017,191,"Charleston",38.336246,-81.612328,"WV"
"664","Wisconsin",2004,40359,"Madison",43.074684,-89.384445,"WI"
"665","Wisconsin",2005,42756,"Madison",43.074684,-89.384445,"WI"
"666","Wisconsin",2006,51362,"Madison",43.074684,-89.384445,"WI"
"667","Wisconsin",2007,61078,"Madison",43.074684,-89.384445,"WI"
"668","Wisconsin",2008,75233,"Madison",43.074684,-89.384445,"WI"
"669","Wisconsin",2009,73960,"Madison",43.074684,-89.384445,"WI"
"670","Wisconsin",2010,72467,"Madison",43.074684,-89.384445,"WI"
"671","Wisconsin",2011,61828,"Madison",43.074684,-89.384445,"WI"
"672","Wisconsin",2012,58781,"Madison",43.074684,-89.384445,"WI"
"673","Wisconsin",2013,64653,"Madison",43.074684,-89.384445,"WI"
"674","Wisconsin",2014,56307,"Madison",43.074684,-89.384445,"WI"
"675","Wisconsin",2015,56071,"Madison",43.074684,-89.384445,"WI"
"676","Wisconsin",2016,50508,"Madison",43.074684,-89.384445,"WI"
"677","Wisconsin",2017,3891,"Madison",43.074684,-89.384445,"WI"
"678","Wyoming",2004,7756,"Cheyenne",41.140259,-104.820236,"WY"
"679","Wyoming",2005,8063,"Cheyenne",41.140259,-104.820236,"WY"
"680","Wyoming",2006,8271,"Cheyenne",41.140259,-104.820236,"WY"
"681","Wyoming",2007,8739,"Cheyenne",41.140259,-104.820236,"WY"
"682","Wyoming",2008,9656,"Cheyenne",41.140259,-104.820236,"WY"
"683","Wyoming",2009,10120,"Cheyenne",41.140259,-104.820236,"WY"
"684","Wyoming",2010,10457,"Cheyenne",41.140259,-104.820236,"WY"
"685","Wyoming",2011,10300,"Cheyenne",41.140259,-104.820236,"WY"
"686","Wyoming",2012,10417,"Cheyenne",41.140259,-104.820236,"WY"
"687","Wyoming",2013,10456,"Cheyenne",41.140259,-104.820236,"WY"
"688","Wyoming",2014,10691,"Cheyenne",41.140259,-104.820236,"WY"
"689","Wyoming",2015,8739,"Cheyenne",41.140259,-104.820236,"WY"
"690","Wyoming",2016,8652,"Cheyenne",41.140259,-104.820236,"WY"
"691","Wyoming",2017,668,"Cheyenne",41.140259,-104.820236,"WY"
